track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min,group
3LBowMzopgiQjD8UT5x2AV,Don Omar,Perreo Tenebroso Vol. 3,Salió El Sol,0,317280,False,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,hip-hop,5.288,long
2c7y5n1q4rwHNTUPzi4HOe,Infected Mushroom;Bliss,IM25,Boss La Rosh,51,401167,False,0.53,0.84,7,-5.465,1,0.04,0.00769,0.906,0.0894,0.0398,139.967,4,trance,6.6861,long
6MoTeX5dtuPZ3hwaecuBkz,Boris Brejcha,Feuerfalter Part 02,Purple Noise,60,539520,False,0.88,0.477,0,-10.947,1,0.0732,0.00143,0.627,0.0922,0.209,125.017,4,minimal-techno,8.992,long
5GellvxGUS76JQxopO4Zdi,Rashid Beibutov,Arshin Mul Ullun,Arsin Mal Alan,10,358530,False,0.312,0.269,8,-9.797,1,0.0362,0.99,0.00532,0.142,0.139,65.377,4,romance,5.9755,long
2VLyYc2ytsYVOkP963joVX,Robert Hood,Minimal Nation,Sleep Cycle,13,412520,False,0.72,0.73,11,-12.61,0,0.0791,0.142,0.921,0.499,0.562,134.579,4,chicago-house,6.8753,long
6uU0Hu8oVk9gBihokcrDMH,Pink Floyd,Meddle,One of These Days,55,354613,False,0.381,0.508,4,-15.094,1,0.0465,0.00613,0.846,0.535,0.403,103.804,4,psych-rock,5.9102,long
68Q6c22JNyLUlZYX4dE2tn,Claptone;Nathan Nicholson,Charmer,Heartbeat,65,329537,False,0.811,0.647,10,-7.916,0,0.0406,0.0174,0.349,0.0829,0.708,120.01,4,progressive-house,5.4923,long
4XzyKeriVAO9uad6C3ZnM2,Dark-E;Playboyz,Sunset At Brecht/ Melting,Sunset At Brecht - Original Version,24,350896,False,0.705,0.834,8,-8.017,1,0.0735,0.00152,0.829,0.0256,0.471,145.003,4,hardstyle,5.8483,long
5YmCD6XNHTWgQqoxwLGmHG,Elizeu Alves,Furioso Amor,Furioso Amor,47,411457,False,0.438,0.568,0,-8.865,1,0.033,0.089,0.0,0.0879,0.14,140.073,4,gospel,6.8576,long
6spvswN2iFm2xRduVNg3fe,Suellen Brum;Nathália Braga,Aquieta a Tua Alma,Aquieta a Tua Alma,41,300053,False,0.697,0.674,2,-4.795,1,0.0322,0.396,0.0,0.105,0.572,118.033,4,gospel,5.0009,long
41hEXKIlLlGo2PgjrvOfgD,Angband,Rising from Apadana,Incarnation of Truth,0,312520,False,0.314,0.751,8,-11.747,1,0.0795,1.23e-05,0.000238,0.103,0.0842,120.065,4,iranian,5.2087,long
61g7oQKm8DFEL7r2g9LS8x,Bonobo,Migration,Migration,46,327400,False,0.561,0.565,1,-12.374,1,0.0373,0.763,0.948,0.166,0.0392,122.072,4,trip-hop,5.4567,long
2MuWTIM3b0YEAskbeeFE1i,Metallica,Master Of Puppets (Remastered),Master Of Puppets,81,515386,False,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4,rock,8.5898,long
5ElpusNZMl7iKKmVuxC6EH,Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,Verano en Junio,PORFA - Remix,1,333800,True,0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,4,reggaeton,5.5633,long
35P2Xal9x3GAdOHytyEUFe,Mithoon;Arijit Singh;Shashaa Tirupati,Half Girlfriend,Phir Bhi Tumko Chaahunga,70,351587,False,0.527,0.525,1,-8.106,1,0.0337,0.876,1.41e-05,0.172,0.257,99.638,4,pop-film,5.8598,long
2d5A0pXGLvKHoQtidmezwM,Dawn Of Ashes,Theophany,Tribe of Chemosh,20,306000,False,0.348,0.95,11,-3.361,0,0.169,4.52e-05,9.24e-05,0.147,0.229,180.004,4,industrial,5.1,long
1C9oENPxKhJlRy21acxJNq,Hiroyuki Sawano,Attack on Titan The Final Season Original Soundtrack,AOTF-s1,42,477480,False,0.231,0.67,4,-9.31,0,0.0536,0.00369,0.847,0.148,0.126,91.065,4,anime,7.958,long
6RQ3YBlaRCfup42Pyq3uxv,Soheil Soheili;Sina Shoaie,Re-listening Live in Cafe Baz,Simple - Live,0,374000,False,0.181,0.351,9,-21.483,1,0.0515,0.893,0.952,0.115,0.241,112.707,4,iranian,6.2333,long
3lB31lvF4GEwKwMgFWwCJ7,Letta Mbulu,In The Music The Village Never Ends,Nomalizo,51,311866,False,0.86,0.41,9,-13.625,0,0.0473,0.306,0.000669,0.0424,0.653,98.269,4,afrobeat,5.1978,long
2wuVLKBAcmvYUOhjCQDQNl,Lou Rawls,Helloween Party,Season Of The Witch,0,351160,False,0.627,0.706,2,-9.146,0,0.0353,0.146,5.46e-05,0.113,0.896,88.833,4,blues,5.8527,long
5xlEb2zlwMBqRhHOBmqep8,Gersson Edinbaro,Neerae 1,Yehova Devanukku and Thooyathi Thooyavarae,28,630960,False,0.76,0.6,0,-10.806,1,0.0466,0.226,4.54e-06,0.626,0.88,125.045,4,malay,10.516,long
1vdYudatKL5iRIM7i6vkvG,Argy,Tataki,Tataki,59,328780,False,0.826,0.401,2,-11.684,1,0.117,0.0154,0.795,0.0999,0.0561,122.017,4,minimal-techno,5.4797,long
0pRSvnNzRvpYobvRyr9O1K,Leviathan,A Silhouette in Splinters,Traveling over the Ocean's Skull,20,642000,True,0.201,0.0896,1,-23.952,1,0.038,0.746,0.877,0.111,0.0294,126.098,3,black-metal,10.7,long
5FfAib2LOrcSxUNMq81plc,Hybrid,Wide Angle,I Know - Original,14,512466,False,0.543,0.819,2,-9.46,0,0.028,0.0273,0.495,0.0627,0.162,131.004,4,breakbeat,8.5411,long
2EIKAt7fp0Zog0nmfVWxNK,Tom Petty and the Heartbreakers,Feeling Good - Adult Pop Favorites,Echo,0,396773,False,0.547,0.56,0,-6.32,1,0.0241,0.0393,3.63e-06,0.0632,0.472,83.337,4,singer-songwriter,6.6129,long
4aLBgBxa1ajNoWD3OSDay6,Ondas Delta,"Abre Tu Mente: Música con Sonidos Binaurales y Ondas Cerebrales, Creatividad y Memoria",Ondas Cerebrales Delta,21,359003,False,0.312,0.033,9,-25.894,1,0.0307,0.853,0.851,0.114,0.0639,79.655,4,world-music,5.9834,long
7r0vc8YhfpwvAwUR4oqqXe,Rahat Fateh Ali Khan;Nish Asher,Khuda Aur Mohabbat (Original Score),Khuda Aur Mohabbat (Original Score),57,363658,False,0.575,0.477,11,-10.89,0,0.0524,0.578,4.12e-06,0.1,0.523,82.066,4,pop-film,6.061,long
48ZWGv53ypEjCtpAvbhECr,Voilaaa;Pat Kalla,Water No Get Enemy,Water No Get Enemy,22,302341,False,0.886,0.646,5,-11.349,0,0.0825,0.00475,0.0215,0.0615,0.936,125.007,4,afrobeat,5.039,long
76lT30VRv09h5MQp5snmsb,Boris Brejcha,Lost Memory,Lost Memory,53,462719,False,0.876,0.459,11,-11.52,1,0.0756,0.0146,0.91,0.111,0.137,124.999,3,techno,7.712,long
35Rrbt58ADLxyo1lu7xhZu,Himesh Reshammiya;Krishna;Ahir,Aashiq Banaya Aapne,Aap Ki Kashish,58,333653,False,0.69,0.78,8,-7.412,0,0.0489,0.117,0.0,0.0696,0.718,110.963,4,pop-film,5.5609,long
0Qhyg7uDZhJsmhUVz7KSmU,Windir,Likferd,Ætti Mørkna,17,462693,False,0.17,0.763,5,-5.552,1,0.0545,2.13e-06,0.897,0.297,0.161,167.891,4,black-metal,7.7116,long
2KOqMeTVSWQcMpAZ5j4Czl,Robert Hood,Superman / Range,Superman,5,444453,False,0.732,0.979,11,-9.394,1,0.0567,0.00153,0.875,0.0969,0.557,138.789,4,detroit-techno,7.4076,long
5CI1FP2Volc9wjz2MBZsGx,Irene Cara,Fame (Original Motion Picture Soundtrack),Fame,66,316066,False,0.7,0.73,0,-8.763,0,0.0311,0.132,0.0,0.133,0.961,130.519,4,disco,5.2678,long
6fElcP4bAjJy04x6RsV97D,Alphaxone,Tomb of Seers,Witchcraft,7,532302,False,0.0597,0.115,4,-22.215,0,0.045,0.487,0.896,0.11,0.0316,66.029,3,iranian,8.8717,long
5Gy67YHzPZTk9Q0D73LAGH,Jeet Gannguli;Arijit Singh,"Khamoshiyan (From ""Khamoshiyan"")","Khamoshiyan (From ""Khamoshiyan"")",63,335709,False,0.524,0.52,2,-6.838,0,0.0272,0.643,0.0,0.158,0.259,143.885,3,pop-film,5.5952,long
2zkfyPrPY0OlFJuui5j5FE,Queen,80s Bangers Vol. 2,Was It All Worth It - Remastered 2011,2,347800,False,0.16,0.866,9,-5.277,0,0.088,0.207,4.44e-05,0.0894,0.13,179.739,4,rock,5.7967,long
64Xa40JF6SZScjZgCTY3KA,Nusrat Fateh Ali Khan;Afternight Vibes,"Revamped, Vol. 3 (Remix)",Hai Kahan Ka Irada,51,325829,False,0.431,0.748,9,-6.434,1,0.0846,0.117,2.69e-05,0.154,0.457,88.457,4,indian,5.4305,long
2KFAouC8n2KzqTNXW35rdY,Papon,Coke Studio @ MTV Season 3: Episode 5,Khumaar,40,402266,False,0.48,0.715,4,-7.836,1,0.0428,0.256,0.000887,0.101,0.428,80.001,4,folk,6.7044,long
6rfahvufEQDIVTHJIU2QQB,MEMBA;EVAN GIIA;Nooran Sisters,"For Aisha (Featured in ""The Sky Is Pink"")","For Aisha (Featured in ""The Sky Is Pink"")",59,357931,False,0.568,0.622,4,-6.548,1,0.109,0.063,0.0018,0.56,0.109,76.984,4,indian,5.9655,long
6PgAZFD8x5KwV0tKLkm4gf,Sajjan Raj Vaidya,Lukaamaari,Lukaamaari,43,301213,False,0.341,0.242,1,-13.425,1,0.0327,0.559,7.21e-05,0.192,0.311,89.204,4,indie-pop,5.0202,long
6pxElwU80zhjbCC77Vn8EI,Tom Misch,Geography,Movie,66,357357,False,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,3,j-pop,5.9559,long
1mSOzHkNdoUlCNjEVKRysM,Nithyasree Mahadevan,Chandramukhi,Varam Nan Unai,31,318511,False,0.446,0.728,5,-7.137,0,0.124,0.0914,0.000156,0.0599,0.407,93.686,4,classical,5.3085,long
031AIGrfnhZYJxegTuYw9W,Solomun,Kackvogel,Kackvogel - Original Mix,46,448005,False,0.875,0.745,7,-10.156,1,0.0466,0.208,0.449,0.0749,0.365,117.995,4,minimal-techno,7.4668,long
3KMPY8RvRII2du31Cjl8Jg,Nusrat Fateh Ali Khan,Sanu Ek Pal Chain,Sanu Ek Pal Chain,39,575936,False,0.509,0.731,6,-4.475,1,0.0397,0.451,0.00389,0.411,0.641,147.97,4,folk,9.5989,long
5qlckstqDQ2RskL0SJsDYx,Pink Floyd,Atom Heart Mother,Fat Old Sun,44,323733,False,0.365,0.204,0,-15.778,1,0.0314,0.352,0.424,0.823,0.201,72.689,4,psych-rock,5.3956,long
18DA9kxKKd4pjjdanpDTaa,Camille Saint-Saëns;Daniel Reichert;Simon Reichert,Belle Époque,Fantasie No. 1 in E-Flat Major (Transcr. H. Büsser for Cornet & Organ),0,339613,False,0.288,0.186,3,-19.017,1,0.0628,0.965,0.971,0.126,0.0673,67.37,4,french,5.6602,long
0v1vufjir4OE4iRckLMoLd,YUZU,Shinsekai,Hyouriittai,52,336619,False,0.223,0.891,1,-3.626,0,0.138,0.325,0.0,0.287,0.333,159.888,4,j-pop,5.6103,long
040u0OC4e1G2HjzZmzRZlA,Jovonn,Satisfied,Satisfied -Moodyfied Mix,9,333240,False,0.813,0.79,4,-11.958,0,0.0445,9.48e-05,0.872,0.0815,0.968,122.994,4,chicago-house,5.554,long
2JamoaziRcPasl9aVi4sda,Alkaline;Sean Kingston,Ride on Me (Remix),Ride on Me - Remix,42,314017,True,0.755,0.758,1,-4.279,1,0.0716,0.0215,0.0,0.109,0.394,125.927,4,j-dance,5.2336,long
0tidbdGFKWirGU2NpZzcrM,Immanuel Henry;Sruthy Joy;Vijay Baisil,Ente Dukhangal,Ente Dukhangal,25,460401,False,0.602,0.444,4,-10.577,1,0.0367,0.682,3.84e-06,0.0943,0.326,80.012,4,malay,7.6734,long
2vGDTOtslhkco6LVFfdEI2,Soundgarden,Rock & Halloween,Black Hole Sun,0,318586,False,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4,hard-rock,5.3098,long
3mNVXuLY3MHMRc8CMKLGuu,Matt Redman,Son of Suffering,Son of Suffering,50,455362,False,0.49,0.565,0,-10.45,1,0.0327,0.0743,6.88e-06,0.119,0.271,142.047,4,world-music,7.5894,long
33dYPQCYUztZKUJqmyQR6L,William Onyeabor,Box Set,The Moon and the Sun,16,560280,False,0.615,0.838,4,-6.449,1,0.0546,0.275,0.00465,0.115,0.85,145.961,3,afrobeat,9.338,long
46bjyAViXopL0GUFq11PMu,Moodymann,Mahogany Brown,MahoganyBrown,32,333693,False,0.714,0.73,1,-12.801,1,0.0372,0.352,0.372,0.155,0.884,119.89,4,detroit-techno,5.5616,long
2VdbUexGbyGisJT0gN3nA7,Virgo Four;Caribou,Balance 020 (Mixed By Deetron) [Un-Mixed Version],It's a Crime - Caribou Remix,18,496083,False,0.85,0.608,3,-10.493,0,0.0537,0.00296,0.848,0.135,0.651,125.192,4,chicago-house,8.268,long
6YDi9nECTNORXLOF6uPwWN,DJ 3000,So Sheik,So Sheik - Alexis Tyrel Remix,5,408750,False,0.864,0.616,8,-9.264,0,0.105,0.00747,0.812,0.106,0.463,128.001,4,detroit-techno,6.8125,long
3D0xB8fSqMyycALgNMpxwM,Moonspell,From Down Below - Live 80 Meters Deep,Without Rule - Live 80 Meters Deep,18,489000,False,0.367,0.879,0,-7.413,1,0.0742,0.000555,0.698,0.963,0.102,139.879,4,black-metal,8.15,long
5GnnXxXPvLP5lGyoGi6XnJ,Kiawasch Sahebnassagh,...und hier in der Stille (...va inja Sokut) - Klavier Improvisation,Mim,0,356280,False,0.534,0.00983,2,-27.208,0,0.0633,0.991,0.919,0.0901,0.27,140.663,3,iranian,5.938,long
4UGHgo35Dxa8ylKNaPH0yi,Hugh Masekela,Best Afropop Tunes,District Six - Live,0,527506,False,0.778,0.711,7,-11.367,1,0.0643,0.352,0.0473,0.969,0.858,108.127,4,afrobeat,8.7918,long
2FF0QRDJZDMqb4Bn5wzICT,Alpha,This Is Lovers Rock,Cant Get Over You,19,305733,False,0.775,0.43,7,-7.597,1,0.0748,0.129,0.00012,0.0269,0.868,135.426,3,trip-hop,5.0956,long
2eJeHq2qMrBTdBNvWpocUX,Michael Whalen,My Secret Heart,Moonglow,25,317960,False,0.207,0.0825,9,-24.656,1,0.0389,0.974,0.946,0.0947,0.107,68.36,5,new-age,5.2993,long
5TxUedy2CM04QihDdOFnsk,Pearl Jam,Vitalogy,Immortality - Remastered,54,318066,False,0.633,0.543,2,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,4,grunge,5.3011,long
1lxnoJqgaVR7swVfxwrASs,JODA;PROFF,Group Therapy 500 Live From Los Angeles - Deep Set,No One Walks Away - PROFF Outro Mix,34,420429,False,0.598,0.864,5,-8.111,1,0.0354,0.0055,0.877,0.669,0.0358,125.936,4,progressive-house,7.0072,long
378gCRTm2WTsd5Ie2KMwCw,Nicola Conte,Jet Sounds Revisited,Tema In Hi-Fi - Performed By Nicola Conte Gianluca Petrella,22,333217,False,0.576,0.867,10,-7.585,0,0.0413,0.175,0.835,0.111,0.808,171.992,4,trip-hop,5.5536,long
